Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Scheme,Area,Voted/Charged,row_id,Major Head Code,Sub-Major Head Code,Minor Head Code,Sub-Minor Head Code,Detailed Head Code,Object Head Code,Voucher Head Code,Scheme Code,Area Code,Voted/Charged Code,file_id,level_2_code,level_3_code,level_4_code,level_5_code,level_6_code,level_7_code,level_8_code,level_9_code,level_10_code,budget_for,year
Police,NULL,Education and Training,Assam Police Academy (Training),NULL,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,121,2055,0,3,440,0,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__3,2055__0__3__440,2055__0__3__440__0,2055__0__3__440__0__16,2055__0__3__440__0__16__0,2055__0__3__440__0__16__0__ee,2055__0__3__440__0__16__0__ee__ga,2055__0__3__440__0__16__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Pay,Establishmet Expenditure,General Area,Voted,122,2055,0,101,442,0,1,1,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__1,2055__0__101__442__0__1__1__ee,2055__0__101__442__0__1__1__ee__ga,2055__0__101__442__0__1__1__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Dearness Allowance,Establishmet Expenditure,General Area,Voted,123,2055,0,101,442,0,1,2,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__2,2055__0__101__442__0__1__2__ee,2055__0__101__442__0__1__2__ee__ga,2055__0__101__442__0__1__2__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Others,Establishmet Expenditure,General Area,Voted,124,2055,0,101,442,0,1,99,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__99,2055__0__101__442__0__1__99__ee,2055__0__101__442__0__1__99__ee__ga,2055__0__101__442__0__1__99__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,General Area,Voted,125,2055,0,101,442,0,1,5,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__5,2055__0__101__442__0__1__5__ee,2055__0__101__442__0__1__5__ee__ga,2055__0__101__442__0__1__5__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,General Area,Voted,126,2055,0,101,442,0,1,8,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__8,2055__0__101__442__0__1__8__ee,2055__0__101__442__0__1__8__ee__ga,2055__0__101__442__0__1__8__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Arrear Salary/DA,Establishmet Expenditure,General Area,Voted,127,2055,0,101,442,0,1,12,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__12,2055__0__101__442__0__1__12__ee,2055__0__101__442__0__1__12__ee__ga,2055__0__101__442__0__1__12__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Salaries,Children Education,Establishmet Expenditure,General Area,Voted,128,2055,0,101,442,0,1,14,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__14,2055__0__101__442__0__1__14__ee,2055__0__101__442__0__1__14__ee__ga,2055__0__101__442__0__1__14__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Travel Expenses,NULL,Establishmet Expenditure,General Area,Voted,129,2055,0,101,442,0,3,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__3,2055__0__101__442__0__3__0,2055__0__101__442__0__3__0__ee,2055__0__101__442__0__3__0__ee__ga,2055__0__101__442__0__3__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Voted,130,2055,0,101,442,0,4,99,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__99,2055__0__101__442__0__4__99__ee,2055__0__101__442__0__4__99__ee__ga,2055__0__101__442__0__4__99__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Secret Service Expenditure,NULL,Establishmet Expenditure,General Area,Voted,131,2055,0,101,442,0,12,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__12,2055__0__101__442__0__12__0,2055__0__101__442__0__12__0__ee,2055__0__101__442__0__12__0__ee__ga,2055__0__101__442__0__12__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Minor Works,NULL,Establishmet Expenditure,General Area,Voted,132,2055,0,101,442,0,14,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__14,2055__0__101__442__0__14__0,2055__0__101__442__0__14__0__ee,2055__0__101__442__0__14__0__ee__ga,2055__0__101__442__0__14__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation  Department,NULL,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,133,2055,0,101,442,0,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__16,2055__0__101__442__0__16__0,2055__0__101__442__0__16__0__ee,2055__0__101__442__0__16__0__ee__ga,2055__0__101__442__0__16__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Pay,Establishmet Expenditure,General Area,Voted,134,2055,0,101,443,0,1,1,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__1,2055__0__101__443__0__1__1__ee,2055__0__101__443__0__1__1__ee__ga,2055__0__101__443__0__1__1__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Dearness Allowance,Establishmet Expenditure,General Area,Voted,135,2055,0,101,443,0,1,2,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__2,2055__0__101__443__0__1__2__ee,2055__0__101__443__0__1__2__ee__ga,2055__0__101__443__0__1__2__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,General Area,Voted,136,2055,0,101,443,0,1,5,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__5,2055__0__101__443__0__1__5__ee,2055__0__101__443__0__1__5__ee__ga,2055__0__101__443__0__1__5__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Medical Allowance,Establishmet Expenditure,General Area,Voted,137,2055,0,101,443,0,1,6,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__6,2055__0__101__443__0__1__6__ee,2055__0__101__443__0__1__6__ee__ga,2055__0__101__443__0__1__6__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,House Rent Allowance,Establishmet Expenditure,General Area,Voted,138,2055,0,101,443,0,1,7,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__7,2055__0__101__443__0__1__7__ee,2055__0__101__443__0__1__7__ee__ga,2055__0__101__443__0__1__7__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,General Area,Voted,139,2055,0,101,443,0,1,8,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__8,2055__0__101__443__0__1__8__ee,2055__0__101__443__0__1__8__ee__ga,2055__0__101__443__0__1__8__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Arrear Salary/DA,Establishmet Expenditure,General Area,Voted,140,2055,0,101,443,0,1,12,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__12,2055__0__101__443__0__1__12__ee,2055__0__101__443__0__1__12__ee__ga,2055__0__101__443__0__1__12__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Salaries,Children Education,Establishmet Expenditure,General Area,Voted,141,2055,0,101,443,0,1,14,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__1,2055__0__101__443__0__1__14,2055__0__101__443__0__1__14__ee,2055__0__101__443__0__1__14__ee__ga,2055__0__101__443__0__1__14__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Secret Service Expenditure,NULL,Establishmet Expenditure,General Area,Voted,142,2055,0,101,443,0,12,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__12,2055__0__101__443__0__12__0,2055__0__101__443__0__12__0__ee,2055__0__101__443__0__12__0__ee__ga,2055__0__101__443__0__12__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Minor Works,NULL,Establishmet Expenditure,General Area,Voted,143,2055,0,101,443,0,14,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__14,2055__0__101__443__0__14__0,2055__0__101__443__0__14__0__ee,2055__0__101__443__0__14__0__ee__ga,2055__0__101__443__0__14__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special Branch,NULL,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,144,2055,0,101,443,0,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__443,2055__0__101__443__0,2055__0__101__443__0__16,2055__0__101__443__0__16__0,2055__0__101__443__0__16__0__ee,2055__0__101__443__0__16__0__ee__ga,2055__0__101__443__0__16__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Salaries,Pay,Establishmet Expenditure,General Area,Voted,145,2055,0,101,445,0,1,1,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__1,2055__0__101__445__0__1__1,2055__0__101__445__0__1__1__ee,2055__0__101__445__0__1__1__ee__ga,2055__0__101__445__0__1__1__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Salaries,Dearness Allowance,Establishmet Expenditure,General Area,Voted,146,2055,0,101,445,0,1,2,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__1,2055__0__101__445__0__1__2,2055__0__101__445__0__1__2__ee,2055__0__101__445__0__1__2__ee__ga,2055__0__101__445__0__1__2__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,General Area,Voted,147,2055,0,101,445,0,1,5,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__1,2055__0__101__445__0__1__5,2055__0__101__445__0__1__5__ee,2055__0__101__445__0__1__5__ee__ga,2055__0__101__445__0__1__5__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,General Area,Voted,148,2055,0,101,445,0,1,8,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__1,2055__0__101__445__0__1__8,2055__0__101__445__0__1__8__ee,2055__0__101__445__0__1__8__ee__ga,2055__0__101__445__0__1__8__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Salaries,Arrear Salary/DA,Establishmet Expenditure,General Area,Voted,149,2055,0,101,445,0,1,12,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__1,2055__0__101__445__0__1__12,2055__0__101__445__0__1__12__ee,2055__0__101__445__0__1__12__ee__ga,2055__0__101__445__0__1__12__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Travel Expenses,NULL,Establishmet Expenditure,General Area,Voted,150,2055,0,101,445,0,3,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__3,2055__0__101__445__0__3__0,2055__0__101__445__0__3__0__ee,2055__0__101__445__0__3__0__ee__ga,2055__0__101__445__0__3__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Voted,151,2055,0,101,445,0,4,99,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__4,2055__0__101__445__0__4__99,2055__0__101__445__0__4__99__ee,2055__0__101__445__0__4__99__ee__ga,2055__0__101__445__0__4__99__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Secret Service Expenditure,NULL,Establishmet Expenditure,General Area,Voted,152,2055,0,101,445,0,12,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__12,2055__0__101__445__0__12__0,2055__0__101__445__0__12__0__ee,2055__0__101__445__0__12__0__ee__ga,2055__0__101__445__0__12__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,Special  Branch (BIEO),NULL,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,153,2055,0,101,445,0,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__445,2055__0__101__445__0,2055__0__101__445__0__16,2055__0__101__445__0__16__0,2055__0__101__445__0__16__0__ee,2055__0__101__445__0__16__0__ee__ga,2055__0__101__445__0__16__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,General Security Related Expenditure,Criminal Investigation Deptt.,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,154,2055,0,101,3191,442,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__3191,2055__0__101__3191__442,2055__0__101__3191__442__16,2055__0__101__3191__442__16__0,2055__0__101__3191__442__16__0__ee,2055__0__101__3191__442__16__0__ee__ga,2055__0__101__3191__442__16__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,General Security Related Expenditure,Special Branches,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,155,2055,0,101,3191,443,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__3191,2055__0__101__3191__443,2055__0__101__3191__443__16,2055__0__101__3191__443__16__0,2055__0__101__3191__443__16__0__ee,2055__0__101__3191__443__16__0__ee__ga,2055__0__101__3191__443__16__0__ee__ga__v,police,2018-19
Police,NULL,Criminal Investigation and Vigilance,General Security Related Expenditure,Special Branch (BIEO),Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,156,2055,0,101,3191,445,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__101,2055__0__101__3191,2055__0__101__3191__445,2055__0__101__3191__445__16,2055__0__101__3191__445__16__0,2055__0__101__3191__445__16__0__ee,2055__0__101__3191__445__16__0__ee__ga,2055__0__101__3191__445__16__0__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Pay,Establishmet Expenditure,General Area,Voted,157,2055,0,104,446,0,1,1,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__1,2055__0__104__446__0__1__1__ee,2055__0__104__446__0__1__1__ee__ga,2055__0__104__446__0__1__1__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Dearness Allowance,Establishmet Expenditure,General Area,Voted,158,2055,0,104,446,0,1,2,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__2,2055__0__104__446__0__1__2__ee,2055__0__104__446__0__1__2__ee__ga,2055__0__104__446__0__1__2__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,General Area,Voted,159,2055,0,104,446,0,1,5,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__5,2055__0__104__446__0__1__5__ee,2055__0__104__446__0__1__5__ee__ga,2055__0__104__446__0__1__5__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Medical Allowance,Establishmet Expenditure,General Area,Voted,160,2055,0,104,446,0,1,6,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__6,2055__0__104__446__0__1__6__ee,2055__0__104__446__0__1__6__ee__ga,2055__0__104__446__0__1__6__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,General Area,Voted,161,2055,0,104,446,0,1,8,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__8,2055__0__104__446__0__1__8__ee,2055__0__104__446__0__1__8__ee__ga,2055__0__104__446__0__1__8__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Arrear Salary/DA,Establishmet Expenditure,General Area,Voted,162,2055,0,104,446,0,1,12,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__12,2055__0__104__446__0__1__12__ee,2055__0__104__446__0__1__12__ee__ga,2055__0__104__446__0__1__12__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Salaries,Children Education,Establishmet Expenditure,General Area,Voted,163,2055,0,104,446,0,1,14,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__1,2055__0__104__446__0__1__14,2055__0__104__446__0__1__14__ee,2055__0__104__446__0__1__14__ee__ga,2055__0__104__446__0__1__14__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Travel Expenses,NULL,Establishmet Expenditure,General Area,Voted,164,2055,0,104,446,0,3,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__3,2055__0__104__446__0__3__0,2055__0__104__446__0__3__0__ee,2055__0__104__446__0__3__0__ee__ga,2055__0__104__446__0__3__0__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Voted,165,2055,0,104,446,0,4,99,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__4,2055__0__104__446__0__4__99,2055__0__104__446__0__4__99__ee,2055__0__104__446__0__4__99__ee__ga,2055__0__104__446__0__4__99__ee__ga__v,police,2018-19
Police,NULL,Special Police,Armed Police Battalions,NULL,Purchase of Motor Vehicles,NULL,Establishmet Expenditure,General Area,Voted,166,2055,0,104,446,0,16,0,EE,GA,V,assam-budget-2018-19_police.csv,2055__0,2055__0__104,2055__0__104__446,2055__0__104__446__0,2055__0__104__446__0__16,2055__0__104__446__0__16__0,2055__0__104__446__0__16__0__ee,2055__0__104__446__0__16__0__ee__ga,2055__0__104__446__0__16__0__ee__ga__v,police,2018-19
